city,year,month,day,hour,title,city_sector,address,intersection,postal_code,latitude,longitude
Toronto,2019,4,11,1,Dinner With A View,,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",,,43.6374082,-79.40664609999997
Toronto,2019,9,8,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,4,6,21,Dinner With A View,,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",,,43.6374082,-79.40664609999997
Toronto,2019,2,23,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,3,11,16,March Break Family Adventure at Todmorden Mills,,"67 Pottery Rd, Toronto, ON M4K 2B9, Canada",,,43.6864006,-79.3602927
Toronto,2018,11,25,22,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,5,2,23,Dinner With A View,,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",,,43.6374082,-79.40664609999997
Toronto,2019,5,1,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,2,6,15,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2014,12,31,1,2015 IIHF World Junior Championship Preliminary Round - Sweden vs. Switzerland,Downtown,40 Bay Street,Bay Street  and Lake Shore Boulevard West,,,
Toronto,2019,4,27,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,4,20,22,Foul Play!,,"33 Gerrard St W, Toronto, ON M5G 1Z4, Canada",,,43.658364500000005,-79.3830719
Toronto,2019,3,13,14,The Real Toronto Indigenous Fashion Week,,"585 Dundas St E, Toronto, ON M5A 2B7, Canada",,,43.6598945,-79.36221979999998
Toronto,2018,12,2,16,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2019,10,12,13,Crossection 2019 Art Exhibition,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,2,24,18,Tour and Taste Weekends,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,4,22,14,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,8,6,19,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,7,15,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,6,7,18,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,6,15,14,The Ontario Model Soldier Society's 57th Annual Show &amp; Competition,,"Humber lakeshore West, 3199 Lake Shore Blvd W, Etobicoke, ON M8V 1K8, Canada",,,43.5965456,-79.52012090000001
Toronto,2016,10,4,,10th Anniversary Special Group Exhibition,Central East,32 Distillery Lane,Front Street East and Parliament Street,,43.64974766,-79.360189632
Toronto,2019,3,18,13,Kim-Lee Kho: A Full Heart,,"225 Confederation Dr, Scarborough, ON M1G 1B2, Canada",,,43.7585243,-79.2087057
Toronto,2019,8,21,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,5,18,15,Best  of the West Food &amp; Culture Tour,,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",,,43.6521191,-79.40746189999999
Toronto,2016,10,14,,10th Anniversary Special Group Exhibition,Central East,32 Distillery Lane,Front Street East and Parliament Street,,43.64974766,-79.360189632
Toronto,2019,2,28,17,Being Scene 18th Annual Exhibition,,"32 Lisgar St, Toronto, ON M6J 0C7, Canada",,,43.641784,-79.423292
Toronto,2019,5,11,17,West End Food &amp; Culture Tour,,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",,,43.6521191,-79.40746189999999
Toronto,2019,2,27,17,William Brisland: Our Sacred Planet Exhibition,,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",,,43.59765669999999,-79.5158925
Toronto,2019,5,11,15,Best  of the West Food &amp; Culture Tour,,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",,,43.6521191,-79.40746189999999
Toronto,2019,3,16,0,The One: An Improvised Bachelorette,,"875 Bloor St W, Toronto, ON M5S 0A0, Canada",,,43.6618504,-79.42497049999997
Toronto,2019,6,8,14,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,6,1,13,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,3,26,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,4,22,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2015,1,17,12,14th Annual Queen Charlotte's Birthday Ball,DowntownSouthwest,250 Fort York Boulevard,Fort York Boulevard and Bathurst Street,,43.638378645,-79.4049805304
Toronto,2019,7,3,19,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,10,17,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,8,13,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,7,19,16,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,2,27,21,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2018,12,16,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,4,5,21,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,3,15,18,March Break at the Legislative Assembly of Ontario,,"111 Wellesley St W, Toronto, ON M7A 1A5, Canada",,,43.662622799999994,-79.39232219999997
Toronto,2019,3,28,16,SYZYGY Student Exhibition Centennial College Studio Arts,,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,4,6,23,Idomeneo,,"244 Victoria St, Toronto, ON M5B 1V8, Canada",,,43.65525450000001,-79.37951829999997
Toronto,2019,5,16,0,Beautiful Man,,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",,,43.6455699,-79.40273730000001
Toronto,2019,4,3,0,Shove it Down My Throat,,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",,,43.6633185,-79.38306590000002
Toronto,2019,4,26,21,Dinner With A View,,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",,,43.6374082,-79.40664609999997
Toronto,2019,3,30,23,Dinner With A View,,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",,,43.6374082,-79.40664609999997
Toronto,2019,8,8,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,2,12,17,Floyd Kuptana Gallery,,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",,,43.660164200000004,-79.3780463
Toronto,2018,12,22,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,4,7,14,HideSeek,,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",,,43.6492778,-79.42585559999998
Toronto,2018,9,13,15,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2019,7,9,12,East York Farmers Market,,"East York Civic Centre, 850 Coxwell Ave, East York, ON M4C 5R1, Canada",,,43.69116939999999,-79.32833619999997
Toronto,2019,4,28,14,Steps for Life 2019 - Toronto,,"711 Lake Shore Blvd W, Toronto, ON M5V 3T7, Canada",,,43.635279,-79.4060657
Toronto,2018,12,6,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2019,5,10,13,Baby &amp; Me,,"100 Queens Park, Toronto, ON M5S 2C6, Canada",,,43.6677097,-79.3947771
Toronto,2019,10,16,18,Farmers' Market,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2018,10,27,16,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,4,11,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,7,10,18,Farmers' Market,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,5,5,14,HideSeek,,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",,,43.6492778,-79.42585559999998
Toronto,2019,3,30,0,Ballet BC - Mixed Programme,,"27 Front St E, Toronto, ON M5E 1B4, Canada",,,43.647391000000006,-79.37515400000002
Toronto,2019,10,24,13,Crossection 2019 Art Exhibition,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,10,12,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,4,12,0,Citadel + Compagnie: Four Old Legs,,"304 Parliament St, Toronto, ON M5A 3A4, Canada",,,43.6591055,-79.366014
Toronto,2018,8,24,15,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2019,6,18,20,Earn-A-Bike,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,5,24,16,HideSeek,,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",,,43.6492778,-79.42585559999998
Toronto,2019,4,5,13,For the Record: An Idea of the North,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,3,5,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,16,13,Kim-Lee Kho: A Full Heart,,"225 Confederation Dr, Scarborough, ON M1G 1B2, Canada",,,43.7585243,-79.2087057
Toronto,2019,6,22,14,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2019,3,16,15,Best  of the West Food &amp; Culture Tour,,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",,,43.6521191,-79.40746189999999
Toronto,2019,7,24,19,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,6,29,14,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,3,14,23,2nd Annual Charity Pie Auction,,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",,,43.6295213,-79.56792349999999
Toronto,2018,12,20,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,7,15,14,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,2,21,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,2,15,3,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,6,22,14,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2014,12,26,1,2015 IIHF World Junior Championship Preliminary Round - Russia vs. Denmark,Downtown,40 Bay Street,Bay Street  and Lake Shore Boulevard West,,,
Toronto,2019,5,31,2,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,4,13,0,Citadel + Compagnie: Four Old Legs,,"304 Parliament St, Toronto, ON M5A 3A4, Canada",,,43.6591055,-79.366014
Toronto,2019,4,2,19,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,3,17,20,She The People,,"51 Mercer St, Toronto, ON M5V 9G9, Canada",,,43.6453799,-79.39129710000003
Toronto,2019,2,16,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,8,13,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,8,7,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,6,18,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,5,8,18,Farmers' Market,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,4,22,16,'Off The Beaten Path' Solo Exhibition of Photography by Lori Ryerson,,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,3,24,18,"School Girls; Or, The African Mean Girls Play",,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",,,43.6633185,-79.38306590000002
Toronto,2019,1,12,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,1,6,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,4,12,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,1,26,16,Taste of Chinatown Food &amp; Culture Tour,,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",,,43.6531242,-79.39521150000002
Toronto,2019,4,18,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,9,4,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,23,16,"'Solemn Pines, Fading Things' Post Tsunami Tohoku 2012-2018 by PENGKUEI (Ben) HUANG for CONTACT 2019",,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,1,18,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,8,1,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,25,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,3,11,13,March Break Camp: Artist for the Week,,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",,,43.6295213,-79.56792349999999
Toronto,2019,3,11,18,March Break Skate at Coca-Cola Coliseum,,"45 Manitoba Dr, Toronto, ON M6K 3C3, Canada",,,43.63562719999999,-79.41503
Toronto,2019,6,13,13,Art by Etobicoke Seniors,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,4,14,17,Tour and Taste Weekends,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,7,29,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,1,27,22,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,3,15,16,William Brisland: Our Sacred Planet Exhibition,,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",,,43.59765669999999,-79.5158925
Toronto,2019,4,9,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,8,7,23,Dusk Dances,,,,,43.67608136337881,-79.34882339302123
Toronto,2019,1,15,15,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2016,12,11,4,27th Annual Charity Holiday Concert,Northwest,5040 Yonge Street,Yonge Street and Sheppard Avenue West,,43.7662885073,-79.4140243396
Toronto,2019,3,27,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,4,14,15,Taste of Chinatown Food &amp; Culture Tour,,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",,,43.6531242,-79.39521150000002
Toronto,2019,4,12,23,Idomeneo,,"244 Victoria St, Toronto, ON M5B 1V8, Canada",,,43.65525450000001,-79.37951829999997
Toronto,2018,9,29,15,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2018,9,5,15,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2014,12,27,5,2015 IIHF World Junior Championship Preliminary Round - Switzerland vs. Czech Republic,Downtown,40 Bay Street,Bay Street  and Lake Shore Boulevard West,,,
Toronto,2018,8,24,15,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2014,7,26,7,2014 Art Battle National Championship,Downtown,50 Carlton Street,Yonge Street and Carlton Street,,,
Toronto,2019,7,5,16,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,5,24,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,15,14,National Home Show &amp; Canada Blooms,,"100 Princes' Blvd, Toronto, ON M6K 3C3, Canada",,,43.63507389999999,-79.41236249999997
Toronto,2019,6,21,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,3,26,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,4,1,22,I Ain&#8217;t No Joke: Hip Hop DJs and the Evolution of  Toronto Hip Hop Culture,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,2,11,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2018,12,8,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2016,8,10,,2016 Fall Revue,Downtown,51 Mercer Street,King Street West  and Blue Jays Way,,43.645374149,-79.391536986
Toronto,2019,8,29,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,8,17,14,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2019,3,11,14,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,6,19,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,16,23,Alice&#8217;s Adventures in Wonderland,,"145 Queen St W, Toronto, ON M5H 4G1, Canada",,,43.6505876,-79.38553519999998
Toronto,2019,8,31,22,Foul Play!,,"33 Gerrard St W, Toronto, ON M5G 1Z4, Canada",,,43.658364500000005,-79.3830719
Toronto,2019,4,4,23,The Most Humorous and Tragic Tale of William Shakespeare's Shakespeare,,"1300 Gerrard St E, Toronto, ON M4L 1Y7, Canada",,,43.6712256,-79.3271555
Toronto,2019,2,24,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,7,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2016,10,18,7,17th Annual Planet in Focus Environmental Film Festival,Downtown,2 Sussex Avenue,Bloor Street West and St George Street,,43.6655699357,-79.3996051522
Toronto,2019,5,28,20,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2016,8,24,,'Birth and Death Frequencies’ from A Time to Hear for Here (2007) by John Oswald,Downtown,20 St. Joseph Street,Yonge Street and Wellesley Street West,,43.666058478000004,-79.38650643300001
Toronto,2019,9,9,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,14,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,2,3,0,Toronto Maple Leafs,,"40 Bay St, Toronto, ON M5J 2X2, Canada",,,43.6435205,-79.3790818
Toronto,2019,1,3,15,Migration Trail,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,2,13,19,Farmers' Market,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,8,20,19,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,8,17,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,11,29,0,Thirsty Thursdays,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,6,18,19,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2018,12,28,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,4,11,16,Toronto Premiere of Choreographer M&#233;lanie Demer&#8217;s &#34;Animal Triste&#34;,,"235 Queens Quay W, Toronto, ON M5J 2G8, Canada",,,43.6390687,-79.38289600000002
Toronto,2019,8,24,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,21,12,East York Farmers Market,,"East York Civic Centre, 850 Coxwell Ave, East York, ON M4C 5R1, Canada",,,43.69116939999999,-79.32833619999997
Toronto,2019,4,7,18,Shove it Down My Throat,,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",,,43.6633185,-79.38306590000002
Toronto,2019,3,5,15,Migration Trail,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,4,25,20,Earn-A-Bike,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,3,1,14,For the Record: An Idea of the North,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,11,10,18,Downtown Desserts &amp; Culture Tour,,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",,,43.6544824,-79.40121469999997
Toronto,2019,6,10,13,Art by Etobicoke Seniors,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,7,21,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2015,11,28,,Series 1 - A Woman's Work,Central West,6 Noble Street,Dufferin Street and Queen Street West,,43.6425525317,-79.4302839329
Toronto,2019,5,28,20,Earn-A-Bike,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,3,15,21,Toronto Comicon 2019,,"255 Front St W, Toronto, ON M5V 2W6, Canada",,,43.6438286,-79.38678920000002
Toronto,2019,4,24,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2018,9,9,15,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,2,20,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,5,19,14,HideSeek,,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",,,43.6492778,-79.42585559999998
Toronto,2019,2,16,15,"Impressionism in the Age of Industry: Monet, Pissarro",,"317 Dundas St W, Toronto, ON M5T 1G4, Canada",,,43.6536766,-79.39233939999997
Toronto,2019,6,30,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2018,10,24,21,Toronto Raptors,,"40 Bay St, Toronto, ON M5J 2X2, Canada",,,43.6435205,-79.3790818
Toronto,2019,7,10,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,20,12,Being Scene 18th Annual Exhibition,,"32 Lisgar St, Toronto, ON M6J 0C7, Canada",,,43.641784,-79.423292
Toronto,2019,3,21,15,Transitions,,"32 Distillery Lane, Toronto, ON M5A 3C4, Canada",,,43.6497477,-79.36018960000001
Toronto,2019,3,13,19,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2018,11,28,15,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,3,10,18,For the Record: An Idea of the North,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,4,10,0,Shove it Down My Throat,,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",,,43.6633185,-79.38306590000002
